user_id,heart_rate_BPM,blood_oxygen_level,step_count,sleep_duration_hr,activity_level,stress_level
144,71.6,97.2,1556.0,4.9,Active,7
145,83.6,98.6,754.7,6.1,Active,9
146,0.0,100.0,8686.1,7.6,Highly_Active,6
147,90.4,98.4,655.9,4.4,Highly_Active,8
148,66.9,98.6,3151.3,6.1,Highly_Active,6
149,79.9,99.4,2805.7,6.9,Highly_Active,6
150,82.0,94.8,592.8,5.9,Active,9
151,58.2,100.0,2933.5,6.8,Active,2
152,53.7,99.9,4111.6,5.9,Highly_Active,8
153,77.2,98.9,2186.1,7.0,Sedentary,5
154,88.8,97.4,4591.9,6.9,Active,7
155,118.4,98.1,3011.0,8.1,Sedentary,6
156,65.5,97.2,938.0,7.0,Highly_Active,4
157,69.1,98.6,20122.7,6.6,Highly_Active,9
158,76.7,94.3,674.4,7.1,Highly_Active,10
159,110.0,98.9,5833.1,9.2,Sedentary,10
160,69.1,97.1,986.1,6.1,Active,6
161,63.0,97.0,7884.1,5.4,Highly_Active,3
162,68.0,98.7,1411.0,5.2,Highly_Active,2
163,106.4,99.0,5295.5,6.1,Highly_Active,8
164,96.7,97.8,15380.9,7.0,Sedentary,5
165,74.8,96.6,6787.8,7.7,Highly_Active,9
166,0.0,97.3,15041.0,5.7,Active,1
167,81.3,96.5,615.9,5.7,Sedentary,6
168,95.6,98.2,8734.6,4.3,Sedentary,5
169,80.2,99.9,2977.6,6.4,Active,1
170,88.1,97.6,7174.6,8.4,Sedentary,5
171,0.0,100.0,24183.5,9.5,Highly_Active,3
172,89.0,94.0,5986.7,5.3,Sedentary,4
173,96.4,100.0,15073.4,5.6,Active,4
174,57.5,96.4,44.3,7.3,Highly_Active,1
175,93.0,99.2,16312.7,8.1,Highly_Active,2
176,64.3,97.4,2360.2,10.0,Active,4
177,79.4,96.7,25080.8,6.7,Highly_Active,8
178,82.3,99.7,12764.7,6.8,Active,7
179,86.1,99.0,8023.7,7.4,Active,5
180,57.8,96.5,10505.4,8.6,Highly_Active,3
181,82.3,99.4,24864.0,10.3,Sedentary,9
182,72.1,98.8,15272.3,8.7,Sedentary,6
183,40.9,99.5,10526.3,6.1,Active,10
184,67.0,97.8,14927.8,9.2,Sedentary,5
185,54.2,98.9,4733.4,7.2,Active,7
186,76.3,100.0,2966.5,6.9,Active,2
187,79.4,98.6,1606.5,7.5,Sedentary,2
188,69.3,97.6,57034.6,6.6,Sedentary,5
189,55.2,96.1,9754.2,7.3,Sedentary,10
190,81.2,97.8,7924.6,5.3,Active,2
191,68.1,97.3,3315.2,5.7,Sedentary,2
192,88.3,100.0,49119.4,8.6,Highly_Active,8
193,96.4,97.8,3789.8,5.7,Sedentary,6
194,48.7,99.0,1707.7,8.9,Sedentary,8
195,62.0,95.0,720.1,8.5,Active,4
196,93.4,93.6,7019.0,4.3,Active,5
197,81.6,100.0,2090.5,8.7,Highly_Active,4
198,66.0,99.3,78.6,2.8,Sedentary,4
199,65.1,99.6,2721.3,6.9,Highly_Active,2
200,63.1,97.0,3945.6,8.1,Active,1
201,86.2,93.9,19416.1,5.5,Active,1
202,78.5,94.1,1789.3,9.1,Sedentary,6
203,79.7,94.8,3541.7,5.5,Highly_Active,9
204,80.6,99.2,13796.1,6.7,Active,9
205,72.3,92.6,158.5,9.0,Active,5
206,74.2,98.3,19155.2,8.1,Active,10
207,76.4,95.2,8395.4,5.6,Sedentary,1
208,96.1,99.1,3718.3,9.7,Sedentary,8
209,64.3,96.6,15763.1,7.4,Sedentary,10
210,78.1,93.3,2480.6,6.9,Highly_Active,3
211,69.4,97.4,11372.4,7.2,Sedentary,7
212,81.3,99.2,6665.8,5.7,Highly_Active,8
213,75.3,99.5,11220.2,7.0,Active,8
214,100.2,99.0,3241.2,6.9,Highly_Active,4
215,88.8,97.1,25587.2,6.2,Sedentary,9
216,62.5,99.0,8280.5,2.6,Highly_Active,3
217,91.0,97.0,7782.7,5.9,Sedentary,4
218,68.4,98.2,8985.4,6.5,Highly_Active,6
219,0.0,98.0,1085.3,5.1,Sedentary,7
220,92.6,100.0,10916.7,6.9,Sedentary,8
221,79.7,99.0,5148.4,8.7,Highly_Active,10
222,77.0,98.9,13333.2,7.8,Sedentary,7
223,104.4,97.8,1368.7,6.1,Sedentary,2
224,74.4,99.3,2188.9,7.0,Highly_Active,9
225,69.6,96.0,2007.0,8.9,Active,8
226,71.1,96.9,344.3,7.3,Active,4
227,72.8,98.2,2195.3,6.7,Active,3
228,98.6,99.6,32.6,7.5,Active,7
229,101.6,95.2,2185.9,8.2,Active,4
230,72.9,100.0,6309.8,5.5,Highly_Active,2
231,78.4,96.3,7440.6,5.7,Active,6
232,91.4,96.7,686.5,6.5,Highly_Active,4
233,55.5,99.5,26255.1,7.0,Active,9
234,92.8,96.5,5196.4,8.9,Highly_Active,5
235,84.4,99.9,5775.5,4.8,Sedentary,3
236,71.2,98.9,1102.1,7.8,Highly_Active,6
237,71.8,96.3,281.2,4.9,Highly_Active,4
238,40.1,97.7,19458.1,8.7,Sedentary,1
239,82.3,96.0,1297.4,8.9,Active,7
240,73.8,98.4,11236.2,7.9,Active,2
241,99.2,96.4,3057.5,5.4,Active,5
242,72.6,100.0,22560.1,0.0,Sedentary,10
243,92.2,100.0,913.8,4.4,Sedentary,3
244,79.5,98.1,563.4,7.1,Highly_Active,7
245,95.1,95.7,4831.6,6.5,Active,8
246,83.8,99.8,2580.6,8.6,Active,5
247,63.5,98.2,28925.9,0.0,Highly_Active,4
248,97.6,98.9,4270.0,5.6,Sedentary,7
249,79.6,95.6,2808.7,6.7,Active,10
250,56.5,96.5,10743.1,7.0,Sedentary,1
251,68.3,99.6,2868.7,3.1,Sedentary,4
252,69.7,98.2,8858.8,3.8,Active,5
253,72.3,95.1,6801.6,6.4,Active,4
254,0.0,100.0,12925.8,6.0,Sedentary,2
255,67.5,100.0,5141.1,8.4,Sedentary,10
256,73.5,100.0,2078.4,7.1,Sedentary,9
257,71.2,99.1,3072.8,4.6,Sedentary,9
258,112.1,95.3,14.5,7.5,Highly_Active,7
259,76.3,95.9,9202.6,5.7,Highly_Active,8
260,57.3,95.6,2634.9,6.2,Highly_Active,4
261,67.4,98.8,2256.8,7.4,Highly_Active,8
262,80.3,98.8,8548.7,5.9,Sedentary,9
263,78.4,100.0,2522.7,0.0,Sedentary,1
264,87.3,96.8,18148.3,3.9,Sedentary,3
265,84.4,97.8,5514.3,3.2,Sedentary,2
266,82.2,99.4,15404.8,0.0,Active,7
267,80.6,95.1,9385.3,5.9,Highly_Active,5
268,73.6,99.8,3213.6,5.8,Sedentary,8
269,81.9,100.0,605.0,5.0,Sedentary,9
270,96.1,100.0,361.7,5.4,Active,4
271,56.1,99.4,5392.9,7.4,Sedentary,2
272,75.5,100.0,2121.9,4.9,Sedentary,10
273,67.5,98.7,7763.5,5.1,Active,4
274,45.0,97.0,11917.3,5.8,Active,5
275,82.9,97.5,13746.5,5.3,Highly_Active,8
276,71.3,98.4,4156.7,6.7,Highly_Active,2
277,76.9,97.3,164.7,8.2,Active,2
278,87.2,98.6,5310.0,8.9,Sedentary,7
279,95.5,95.5,84.6,5.4,Active,8
280,82.6,95.2,12925.2,7.5,Highly_Active,10
281,61.5,95.2,13702.9,7.3,Highly_Active,6
282,93.4,100.0,1682.4,6.6,Sedentary,5
283,90.2,97.9,5817.0,9.5,Sedentary,8
284,75.6,97.1,7388.0,5.5,Active,7
285,45.9,95.5,8542.2,9.2,Active,5
286,62.4,100.0,596.6,8.0,Highly_Active,6
287,83.2,93.6,1968.2,9.9,Sedentary,2
288,74.8,94.6,7985.5,4.8,Sedentary,4
289,58.2,96.8,8362.6,6.1,Highly_Active,1
290,44.5,98.9,24266.2,5.8,Highly_Active,8
291,47.4,96.8,5046.3,6.9,Active,2
292,87.7,96.0,648.5,6.8,Sedentary,1
293,75.2,97.4,4831.2,4.9,Active,7
294,91.6,98.2,843.2,6.5,Active,4
295,87.6,99.2,1900.3,6.4,Sedentary,9
296,57.3,98.8,1396.7,8.8,Highly_Active,8
297,83.8,100.0,6084.9,4.4,Highly_Active,2
298,80.4,97.8,12420.2,5.6,Active,9
299,94.6,100.0,4710.3,0.0,Active,3
300,76.2,94.2,8122.8,7.2,Sedentary,2
301,0.0,99.6,3762.4,7.2,Highly_Active,6
302,63.9,96.3,6895.0,6.2,Active,5
303,83.0,94.4,8712.4,6.9,Sedentary,2
304,53.9,96.1,4622.3,8.1,Active,7
305,60.7,96.8,2447.0,6.7,Active,2
306,70.8,97.9,4619.8,6.9,Active,10
307,85.2,100.0,5364.2,3.4,Sedentary,5
308,74.6,97.4,1312.6,6.9,Highly_Active,10
309,80.1,100.0,7187.4,6.1,Sedentary,6
310,83.3,97.3,12891.4,5.7,Highly_Active,7
311,91.4,100.0,1243.5,8.3,Active,7
312,61.4,99.2,9061.9,5.2,Sedentary,1
313,75.6,99.3,1205.2,4.7,Active,2
314,90.0,96.4,22203.4,6.9,Highly_Active,8
315,51.2,97.2,19858.7,6.6,Active,1
316,92.6,95.9,6034.9,6.0,Sedentary,9
317,83.6,99.1,5648.1,5.5,Highly_Active,9
318,0.0,97.1,1994.4,7.9,Active,2
319,60.7,99.1,3427.4,7.1,Highly_Active,5
320,96.6,95.6,5295.6,6.3,Active,9
321,40.0,96.4,557.3,4.9,Highly_Active,8
322,73.0,98.6,103.7,10.2,Active,6
323,89.9,97.6,12858.1,7.2,Highly_Active,9
324,60.3,98.2,8355.3,6.2,Highly_Active,2
325,73.9,95.4,1748.2,4.8,Active,1
326,70.4,97.6,6785.2,5.2,Highly_Active,3
327,78.6,99.7,11355.5,7.8,Highly_Active,1
328,73.1,98.1,17094.6,7.3,Active,4
329,66.1,96.7,6694.6,6.5,Highly_Active,6
330,85.1,98.7,7160.2,5.3,Active,2
331,68.7,94.9,12395.1,6.2,Sedentary,7
332,77.6,94.4,288.9,7.5,Active,9
333,73.1,100.0,12282.1,5.2,Active,4
334,71.5,100.0,13242.6,6.2,Active,8
335,61.2,98.8,4104.7,7.6,Active,2
336,76.1,99.5,1758.8,6.4,Highly_Active,9
337,81.5,100.0,1681.0,5.5,Sedentary,2
338,76.0,99.9,6518.0,7.2,Active,4
339,74.8,96.9,5360.7,5.3,Active,4
340,106.0,96.5,7922.4,6.8,Active,9
341,89.4,91.5,2790.9,5.6,Sedentary,8
342,81.3,95.3,9126.2,6.5,Sedentary,3
343,97.9,96.5,7695.9,7.6,Sedentary,5
344,70.7,97.1,125.4,3.2,Highly_Active,1
345,95.7,100.0,3750.4,8.0,Highly_Active,5
346,64.3,99.7,10772.1,8.0,Highly_Active,2
347,84.0,99.0,8185.1,5.6,Active,1
348,83.3,98.4,992.8,0.0,Active,9
349,71.7,96.4,28224.6,5.9,Sedentary,6
350,60.7,97.1,1070.2,7.4,Sedentary,10
351,78.0,96.4,18496.7,9.5,Active,4
352,80.1,97.2,14566.8,7.3,Highly_Active,1
353,72.5,95.8,7393.9,5.7,Highly_Active,7
354,62.2,99.1,4856.9,5.9,Active,1
355,71.8,99.3,2874.2,5.4,Highly_Active,8
356,90.2,98.2,5878.4,7.3,Active,2
357,72.4,99.1,3204.1,4.9,Highly_Active,10
358,92.2,95.4,9632.6,6.5,Highly_Active,2
359,76.3,96.9,5283.5,6.7,Highly_Active,6
360,101.5,98.0,15874.4,8.0,Highly_Active,1
361,63.4,100.0,766.4,6.4,Sedentary,8
362,74.4,100.0,2250.9,0.0,Highly_Active,3
363,79.7,99.9,3502.2,7.6,Highly_Active,6
364,117.7,99.3,10506.8,6.2,Highly_Active,9
365,90.0,96.6,23615.1,7.1,Active,6
366,85.3,100.0,216.9,6.3,Active,7
367,81.1,97.1,7299.0,8.0,Active,5
368,82.4,97.0,15448.1,4.5,Sedentary,6
369,51.7,100.0,4816.3,6.9,Highly_Active,2
370,76.0,96.3,4226.4,7.9,Highly_Active,10
371,74.7,97.7,29377.1,5.7,Sedentary,6
372,74.8,98.5,990.2,9.3,Active,8
373,61.9,100.0,5718.1,8.5,Active,2
374,47.9,97.2,8847.7,6.6,Sedentary,9
375,98.0,95.9,1647.4,4.9,Sedentary,6
376,95.9,97.2,7978.6,6.6,Highly_Active,7
377,83.3,97.4,1932.5,7.8,Active,6
378,40.8,97.1,6946.1,6.7,Active,8
379,80.0,98.1,940.4,5.7,Sedentary,6
380,68.5,98.6,9529.0,6.4,Sedentary,6
381,84.5,100.0,3459.2,8.9,Highly_Active,6
382,207.1,99.7,2867.9,7.2,Active,7
383,78.7,100.0,11806.6,6.3,Sedentary,4
384,71.8,96.8,23224.4,7.6,Highly_Active,6
385,0.0,99.8,2945.9,7.1,Sedentary,8
386,76.2,97.8,8671.9,7.6,Active,9
387,77.7,100.0,396.2,8.7,Highly_Active,6
388,78.1,96.0,1959.2,0.0,Active,1
389,96.0,98.3,522.3,6.0,Highly_Active,6
390,81.5,99.7,25869.5,5.7,Active,6
391,82.3,99.5,2531.9,9.1,Highly_Active,2
392,68.4,97.8,7786.9,4.7,Sedentary,4
393,94.1,98.2,5236.4,8.1,Highly_Active,3
394,74.4,96.0,1617.7,7.6,Sedentary,6
395,0.0,99.3,13778.4,6.5,Sedentary,9
396,62.4,98.5,1447.8,6.3,Highly_Active,3
397,72.9,96.7,4472.5,6.9,Active,6
398,80.7,96.8,3606.2,9.2,Sedentary,7
399,88.1,100.0,1076.8,4.9,Sedentary,8
400,91.7,96.8,1086.3,6.3,Sedentary,2
401,55.7,97.5,5656.9,4.8,Highly_Active,7
402,75.8,98.6,339.4,6.3,Highly_Active,8
403,44.9,96.5,35830.9,8.8,Active,9
404,78.0,100.0,17060.1,5.6,Sedentary,2
405,76.9,96.9,9069.5,6.2,Sedentary,10
406,78.5,98.7,3893.4,3.6,Sedentary,1
407,58.1,100.0,13270.7,4.1,Highly_Active,6
408,87.3,99.4,1176.6,4.9,Highly_Active,1
409,64.6,96.8,2774.1,5.9,Sedentary,2
410,59.6,96.3,3708.9,6.1,Highly_Active,9
411,88.3,95.6,1906.2,5.7,Highly_Active,2
412,44.4,97.4,4401.2,5.3,Sedentary,5
413,122.7,100.0,9462.5,4.0,Highly_Active,2
414,112.8,97.7,13109.4,5.5,Sedentary,10
415,65.1,99.8,9503.3,4.9,Highly_Active,4
416,62.2,96.4,9130.0,7.8,Sedentary,8
417,67.6,94.9,1332.4,4.3,Sedentary,9
418,80.3,93.2,10124.3,5.5,Highly_Active,10
419,84.4,99.9,5039.5,9.3,Sedentary,3
420,0.0,97.7,6056.4,6.7,Highly_Active,4
421,89.9,98.0,10517.9,6.5,Active,5
422,101.7,99.1,2257.5,6.5,Active,10
423,98.4,98.2,16314.2,6.9,Highly_Active,6
424,97.0,99.0,3940.0,6.4,Active,4
425,55.1,96.3,709.4,5.3,Highly_Active,7
426,70.9,99.4,131.8,6.0,Sedentary,4
427,77.1,97.6,23324.8,5.8,Sedentary,7
428,67.0,97.5,14867.0,8.8,Active,5
429,66.7,95.5,6051.7,7.6,Active,9
430,86.1,100.0,2192.2,4.9,Highly_Active,3
431,83.3,97.5,4044.9,8.1,Highly_Active,1
432,82.7,99.7,9018.3,6.5,Active,9
433,0.0,96.0,7015.4,6.9,Highly_Active,7
434,92.1,96.6,21261.4,6.9,Highly_Active,4
435,55.3,95.6,8809.9,5.7,Sedentary,6
436,77.8,95.7,358.2,5.4,Active,5
437,65.5,99.8,12766.6,6.1,Sedentary,2
438,74.1,97.8,4904.7,3.8,Sedentary,1
439,54.9,98.8,8196.1,6.2,Highly_Active,4
440,62.7,96.8,20737.7,0.0,Highly_Active,10
441,40.0,92.1,5534.2,3.3,Active,3
442,80.3,94.9,6740.9,5.3,Sedentary,4
443,52.4,97.6,40862.3,7.2,Sedentary,8
444,0.0,97.2,3489.4,8.2,Sedentary,10
445,70.7,97.7,18713.5,3.5,Sedentary,4
446,87.7,96.2,5758.7,7.4,Highly_Active,5
447,62.8,99.4,22404.3,3.6,Active,1
448,83.3,94.3,1869.9,5.8,Active,10
449,58.8,99.4,4815.7,6.2,Highly_Active,10
450,68.0,97.6,8739.4,5.7,Active,10
451,55.0,98.7,1710.1,5.7,Sedentary,8
452,81.1,95.8,32.1,3.9,Active,5
453,68.1,98.9,1729.0,9.0,Active,8
454,92.4,96.4,1415.2,7.7,Sedentary,7
455,92.6,97.0,12902.9,4.6,Highly_Active,3
456,85.0,94.2,5205.2,6.4,Highly_Active,6
457,40.0,97.3,3443.9,8.0,Sedentary,5
458,68.4,100.0,3485.0,6.9,Highly_Active,9
459,93.8,96.5,9922.2,5.2,Highly_Active,2
460,68.7,98.4,429.9,7.7,Sedentary,8
461,43.5,98.9,1275.0,4.6,Sedentary,7
462,73.3,98.2,3697.5,7.6,Sedentary,6
463,80.9,96.2,823.8,6.6,Active,10
464,113.1,99.7,4112.0,8.1,Highly_Active,3
465,84.5,99.9,10136.0,6.5,Highly_Active,4
466,79.4,97.9,5717.1,5.4,Active,8
467,0.0,97.6,695.8,4.1,Active,10
468,85.3,100.0,3206.0,6.1,Highly_Active,8
469,70.1,95.1,9851.2,6.7,Active,1
470,83.4,98.9,9271.7,5.5,Sedentary,5
471,74.4,100.0,3069.5,5.6,Sedentary,2
472,0.0,97.3,9108.5,3.8,Sedentary,2
473,70.9,96.5,7599.5,4.7,Sedentary,4
474,77.9,97.9,6573.7,7.6,Highly_Active,5
475,79.5,97.8,2757.4,4.7,Highly_Active,10
476,102.5,96.1,5449.5,7.2,Highly_Active,4
477,94.1,96.5,516.7,4.5,Sedentary,2
478,107.0,95.9,324.9,6.3,Active,4
479,115.4,97.1,2999.7,6.0,Sedentary,10
480,102.5,97.8,230.3,5.7,Sedentary,10
481,95.1,99.0,502.7,7.0,Sedentary,9
482,100.8,97.4,13930.6,4.4,Sedentary,8
483,107.2,96.8,7702.9,5.9,Active,1
484,81.4,97.2,5634.6,0.0,Sedentary,8
485,59.7,96.4,1884.0,6.7,Sedentary,4
486,88.7,99.4,1939.0,5.2,Highly_Active,4
487,61.1,100.0,4519.8,7.5,Sedentary,3
488,67.4,95.6,6700.1,7.0,Active,3
489,65.6,99.5,5101.0,8.5,Sedentary,1
490,71.2,95.9,15497.6,5.2,Sedentary,8
491,67.5,97.0,8866.4,7.8,Active,8
492,69.5,97.8,2308.3,5.6,Highly_Active,7
493,67.6,98.6,1048.5,7.1,Sedentary,9
494,72.8,100.0,9935.5,6.2,Sedentary,5
495,67.0,94.9,4783.9,6.4,Highly_Active,2
496,98.7,96.8,5081.9,4.0,Highly_Active,5
497,86.3,100.0,5996.5,5.5,Active,10
498,88.9,99.9,9986.0,5.6,Active,3
499,73.6,98.6,2392.1,6.9,Active,3
500,48.2,100.0,956.7,3.8,Sedentary,8
501,97.5,99.6,1318.1,5.8,Active,10
502,81.6,98.0,4587.8,4.5,Highly_Active,1
503,67.6,96.4,11095.5,8.0,Highly_Active,9
504,65.7,98.1,20897.0,4.6,Highly_Active,10
505,76.6,99.9,7715.6,5.4,Sedentary,5
506,53.0,94.4,9522.4,5.4,Sedentary,9
507,71.4,96.6,2865.0,5.8,Sedentary,4
508,80.4,97.0,4773.3,4.6,Sedentary,10
509,79.6,100.0,2082.4,3.3,Active,6
510,72.3,100.0,8993.1,6.1,Active,3
511,81.7,96.8,6130.0,4.5,Active,9
512,89.2,100.0,561.4,7.1,Sedentary,10
513,92.6,99.2,10856.0,6.6,Active,2
514,45.7,98.3,13432.1,5.1,Sedentary,6
515,77.3,97.0,541.5,6.9,Sedentary,2
516,71.2,100.0,5474.3,5.0,Highly_Active,1
517,96.4,94.8,6658.7,5.4,Active,4
518,82.5,95.7,2754.4,6.4,Active,1
519,69.1,100.0,1700.7,4.8,Highly_Active,2
520,61.8,97.6,5307.6,6.9,Sedentary,3
521,69.9,99.6,1783.7,4.5,Active,4
522,79.0,95.8,4121.6,6.4,Sedentary,10
523,75.6,99.8,2083.3,7.3,Active,3
524,69.2,98.3,11519.1,9.9,Highly_Active,9
525,85.7,100.0,1592.2,4.7,Active,7
526,63.3,99.7,8575.6,5.2,Highly_Active,3
527,91.7,94.1,8784.2,7.3,Active,5
528,67.6,100.0,611.8,5.8,Active,6
529,85.6,99.8,10632.3,7.1,Active,9
530,83.9,99.8,5671.6,9.6,Active,4
531,76.7,96.5,9714.9,7.6,Active,4
